,estimated_audience_size,estimated_audience_size,estimated_audience_size,estimated_audience_size,estimated_audience_size,estimated_audience_size,estimated_impressions,estimated_impressions,estimated_impressions,estimated_impressions,estimated_impressions,estimated_impressions,estimated_spend,estimated_spend,estimated_spend,estimated_spend,estimated_spend,estimated_spend
,count,mean,min,max,std,median,count,mean,min,max,std,median,count,mean,min,max,std,median
page_id,,,,,,,,,,,,,,,,,,
067b0361de16e0ba140a55fd3cb2ee4eeadfd5b6d412bb4fde81d5716bd327b2,2,1000001.0,1000001,1000001,0.0,1000001.0,2,144999.0,64999,224999,113137.0849898476,144999.0,2,2749.0,749,4749,2828.42712474619,2749.0
069d0a16621231eed300840b536b03c147da3d57872c0b29fc8590a30ea12f99,4,17012.5,550,30000,15262.720104883008,18750.0,4,5249.0,3499,7499,1707.825127659933,4999.0,4,99.0,49,149,57.735026918962575,99.0
069e85cc8ae148d59498dd5ac78f43819c5b2ae1951707c171feef6fe75e7cfe,1,300000.0,300000,300000,,300000.0,1,22499.0,22499,22499,,22499.0,1,249.0,249,249,,249.0
06a7972afc96089494f0dc0cf412c05be3166b29fc616a3322fb9c03d639d290,751,1000001.0,1000001,1000001,0.0,1000001.0,751,929.7589880159787,499,64999,2891.8043888148986,499.0,751,59.65246338215712,49,1749,78.10062136280985,49.0
06aaa24ec2278652d5b18facaf71cf2457ad311104915bf8dac2631d638abea1,3,102000.0,3000,300000,171473.02994931885,3000.0,3,499.0,499,499,0.0,499.0,3,49.0,49,49,0.0,49.0
06aff138425184807d586f515949b6541b3ef9dda722ca670fae16db8dc7de51,8,39818.75,550,300000,105132.59633672137,3000.0,8,4749.0,499,12499,4097.037257057139,4499.0,8,111.5,49,249,74.4023809142845,99.0
06b549a2bec4bf78fbf6799617961019875b7679d6ede4dee3ad63f0792ef56c,1,1000001.0,1000001,1000001,,1000001.0,1,1499.0,1499,1499,,1499.0,1,49.0,49,49,,49.0
06c613eb8e8e5eeacc5f839cb3dd1eb9c18bbb8c8413c7b37454d4dc21ea9b29,9,1000001.0,1000001,1000001,0.0,1000001.0,9,1276.7777777777778,499,3499,1301.7082793177758,499.0,9,49.0,49,49,0.0,49.0
06cffc23baffce41ff06a03f4760da436b060bbecf8572ae01020ad309346c81,2,875000.5,750000,1000001,176777.40240341806,875000.5,2,3999.0,3499,4499,707.1067811865476,3999.0,2,149.0,149,149,0.0,149.0
06d335dc3242f42ee59daa0c0ee78d16930a2db9ef93e9c16ca52494f2e0fe25,1,300000.0,300000,300000,,300000.0,1,6499.0,6499,6499,,6499.0,1,149.0,149,149,,149.0
06eee9947f523265eafdd8d6137a81f2932003a268a12ae9d33c97f8243b8386,34,149117.64705882352,30000,300000,136078.57906057214,30000.0,34,65160.76470588235,499,549999,153684.62988685013,22499.0,34,763.7058823529412,49,4249,1178.1167182340341,399.0
06ef324b9d7969313fb4c414bada9a9f9caaaba10150c68d6c744712068f4002,1,1000001.0,1000001,1000001,,1000001.0,1,12499.0,12499,12499,,12499.0,1,149.0,149,149,,149.0
070340f3cda34c3bcafa2ec9c5694ecdbdb89e224f0ed374bb84b11fd02a4dd4,7,964286.5714285715,750000,1000001,94491.4962167798,1000001.0,7,395927.85714285716,6499,1000000,451924.7965780843,112499.0,7,2541.8571428571427,149,12499,4446.012124311382,749.0
070351888e168672b9686e56e464ce3ce72c8afd49672c4f1f8437aca02302e3,2,3000.0,3000,3000,0.0,3000.0,2,1999.0,1499,2499,707.1067811865476,1999.0,2,49.0,49,49,0.0,49.0
0707083aedb483548088c9767e12ac5e8c92e4b6677d1e0d2c5877ac7a4d46e1,14,30000.0,30000,30000,0.0,30000.0,14,13427.57142857143,2499,47499,11867.630738300688,12499.0,14,241.85714285714286,49,449,107.16117059605351,249.0
07072d48b67c65b7e31e0cdb3717be544a51c69f6abc9aea9399db2a4eae51c8,2,1000001.0,1000001,1000001,0.0,1000001.0,2,28749.0,2499,54999,37123.10601229374,28749.0,2,1399.0,49,2749,1909.1883092036783,1399.0
07102216c17d354ed90d56a0b670912e4b1deca2b08e151cd96f37d2e49f107a,1,30000.0,30000,30000,,30000.0,1,3499.0,3499,3499,,3499.0,1,149.0,149,149,,149.0
072329be65a87bf3ad320cc554122b91ae489d7ec0aecc2a69e0ea67fe6d20c4,1,75000.0,75000,75000,,75000.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
0725de50b608c13d339456518de27785a788b23cbf4fea39805055311e416bba,1,30000.0,30000,30000,,30000.0,1,374999.0,374999,374999,,374999.0,1,2749.0,2749,2749,,2749.0
072fdaad51599f9ed8df26241b2370cb53ef9c11220ecfc46a8b73fe6a76d303,3,0.0,0,0,0.0,0.0,3,499.0,499,499,0.0,499.0,3,49.0,49,49,0.0,49.0
073e76b80090276d2a534db99839a113e9e5d2567e798248cdc4fe96e18efc56,4,30000.0,30000,30000,0.0,30000.0,4,36249.0,17499,42499,12500.000000000002,42499.0,4,199.0,149,249,57.73502691896257,199.0
0755fa84dc4fd4ec0f8583d0cb2f22e27630b56ee79325225c13ca1fd271ef56,2,1000001.0,1000001,1000001,0.0,1000001.0,2,43749.0,12499,74999,44194.17382415922,43749.0,2,3974.0,449,7499,4985.10280736516,3974.0
07592d4a1c6d4f6d97ade3204899478050b46c442d5842130dd3a1040d5cdd45,1,0.0,0,0,,0.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
07711adc66c56b6c75868a621bcb737c8df51fe222c6c8df0e4a40eb1f664dbe,5,1000001.0,1000001,1000001,0.0,1000001.0,5,117199.0,499,274999,127275.58681852541,84999.0,5,109.0,49,249,89.44271909999159,49.0
078aa3c3988a2510d22cee4a836b406fe7fe51303694ef1f43594f4004fdd282,1,1000001.0,1000001,1000001,,1000001.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
07a151a6f0b54d326ede24c3ea8d20c988643e77df8b1db9c38fe0678317e1b6,1,0.0,0,0,,0.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
07a2b6f50892a01a9b4b735cf548cfdb10772f4a779c4330a8b68b9049b7d67b,65,1000001.0,1000001,1000001,0.0,1000001.0,65,2545.153846153846,499,22499,3688.795404798365,1499.0,65,67.46153846153847,49,249,42.91090949684187,49.0
07bdfa28976b4c620644b818d86fab90d21e5599bd4e9c56bd791750e06cd362,1,750000.0,750000,750000,,750000.0,1,9499.0,9499,9499,,9499.0,1,249.0,249,249,,249.0
07c119dc6ff6d4398eb2158887399c7f71fd765323bb69d0b0a4532ee4cd502d,1,300000.0,300000,300000,,300000.0,1,2499.0,2499,2499,,2499.0,1,49.0,49,49,,49.0
07ca8e1ab77094c3bafa58da02d5711b81f0bd3d8376685d4286f5423d8efe5a,80,880125.75,30000,1000001,255408.9085560841,1000001.0,80,23986.5,499,549999,80546.03900089797,1499.0,80,455.875,49,6499,1216.1555881370448,49.0
07d78921722c1b554e6a2b374107df3c325d4058490da23485b6b66ecba2ee7a,2,0.0,0,0,0.0,0.0,2,499.0,499,499,0.0,499.0,2,49.0,49,49,0.0,49.0
07fdccfd5c51117eef86ed11618cf2027a10812602ad34e16af3ea65bf322b0f,2,1000001.0,1000001,1000001,0.0,1000001.0,2,1999.0,499,3499,2121.3203435596424,1999.0,2,49.0,49,49,0.0,49.0
08028686acde254ded8819f882e8c59f56f4f00854461f704b28017e4a85d0dd,12,1000001.0,1000001,1000001,0.0,1000001.0,12,499.0,499,499,0.0,499.0,12,49.0,49,49,0.0,49.0
080430554f015f2efafac4f309a64437cc2b6d0d1cc8fd3e11e48a03cf93e804,2,300000.0,300000,300000,0.0,300000.0,2,27499.0,7499,47499,28284.2712474619,27499.0,2,699.0,149,1249,777.8174593052023,699.0
0805211350dd8db145e66ec0ab320ee8540c60edb8a106a20adc371ff0b47ad7,1,1000001.0,1000001,1000001,,1000001.0,1,12499.0,12499,12499,,12499.0,1,49.0,49,49,,49.0
0806fa9b07b8133d722bf41eabe4cda8511f9bb600826b1706c20e27f57a5a7a,1,1000001.0,1000001,1000001,,1000001.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
080a053eefde9b2428b2b7413a61e7b47c2e323dd962164d92c16c4be933bb3a,6,1000001.0,1000001,1000001,0.0,1000001.0,6,499.0,499,499,0.0,499.0,6,49.0,49,49,0.0,49.0
0816cb8de419616c60a4e994912499023bc0387373bc6c836cfb74df7ef5b558,3,1000001.0,1000001,1000001,0.0,1000001.0,3,499.0,499,499,0.0,499.0,3,49.0,49,49,0.0,49.0
081d515ea1e3ca1b7ed10a90a50ca997a797c0a98c12c9be8cd4793a10cc3153,1,0.0,0,0,,0.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
081fdc33c823ddebdb4f0cc58d82b227161a37ee2183c931b4284a7bc9616fd8,1,75000.0,75000,75000,,75000.0,1,17499.0,17499,17499,,17499.0,1,249.0,249,249,,249.0
082953190fb6d13087083624a4726dbdb4c3f83a7bd28cec9bb968799c49c983,18,51750.0,3000,300000,91069.01875210136,30000.0,18,146193.44444444444,499,849999,220603.19306585222,43749.0,18,1093.4444444444443,49,2749,971.4889858733359,699.0
082ec8f3d82beee485050860bf01c7bca129e0f6ad8889d10a88a4b680a89e15,5,1000001.0,1000001,1000001,0.0,1000001.0,5,23999.0,1499,94999,39943.71039350251,8499.0,5,929.0,49,3749,1586.5055940651455,349.0
083219a38f48fdb73ae46faea45c4e8b9595e449705ab93bd2d75f09d80a7220,87,973276.8275862068,75000,1000001,143603.7777636954,1000001.0,87,118596.71264367815,499,1000000,147435.05398498688,54999.0,87,340.95402298850576,49,2749,334.8788016805822,349.0
087446b26c31d268e24d78ab04e452e3cd47a20047d9a286a9505d6ab7673eaf,1,1000001.0,1000001,1000001,,1000001.0,1,27499.0,27499,27499,,27499.0,1,549.0,549,549,,549.0
0876de9666c34bf14fa31891d57ea7b89623e4f014b12a3b51d6626c16c61d5d,15,39000.0,7500,75000,23750.93983102864,30000.0,15,94965.66666666667,1499,374999,124537.64013150326,32499.0,15,1615.6666666666667,49,7499,2401.0166497508826,549.0
08770ec9aafeeb69b8279f9d11c4d11c7b624128674a5d14f08f039337947a2d,5,750000.0,750000,750000,0.0,750000.0,5,499.0,499,499,0.0,499.0,5,49.0,49,49,0.0,49.0
087caefe4b31562a477a8cbe264068abc7e0dfbb2ebb9473a0500d31e5589c77,12,334166.8333333333,30000,1000001,332079.4442191187,300000.0,12,73832.33333333333,499,274999,84760.44675043505,48749.0,12,1444.8333333333333,49,5499,1685.5614566791755,799.0
088026c240d92ff22d5f28156811329107e3dc371abf85efaaf8df27af1592c9,20,750000.0,750000,750000,0.0,750000.0,20,17024.0,499,74999,15955.097354104344,12499.0,20,204.0,49,549,150.35046776746236,149.0
08aefe04d378211fc889503c2855ec76c7f87a848e14e8aad5daaa7ed1406f8f,4,131250.0,75000,300000,112500.0,75000.0,4,11999.0,499,17499,8020.8062770106435,14999.0,4,49.0,49,49,0.0,49.0
08b5b799fe58a8d1955c599c7d189fc67ca1974f4f3b9854a3dfa00c94549a51,1,750000.0,750000,750000,,750000.0,1,32499.0,32499,32499,,32499.0,1,249.0,249,249,,249.0
08d1eda06ca1bc89c6d93b5d2918d74b54d2fed783f852f2f68a449afa47b1dd,1,1000001.0,1000001,1000001,,1000001.0,1,2499.0,2499,2499,,2499.0,1,49.0,49,49,,49.0
08f8abc6bac9dff86de0fb4c17354b144e633f95d0114f152efe3d573a82bb42,2,52500.0,30000,75000,31819.80515339464,52500.0,2,10999.0,4499,17499,9192.388155425118,10999.0,2,149.0,49,249,141.4213562373095,149.0
09104f23c085ea23da6793c64a6190c948bf2dc54f4dac02137207b9e156936a,1,30000.0,30000,30000,,30000.0,1,12499.0,12499,12499,,12499.0,1,1749.0,1749,1749,,1749.0
09122a500287ab33db8057ff20e46c03a980d846cafa6d1bf22a7476173c853c,1,750000.0,750000,750000,,750000.0,1,1499.0,1499,1499,,1499.0,1,49.0,49,49,,49.0
091279e265578fba8d21d6cad839cbba0fc5d87c69c7a52f449ea95c328c73c2,3,210000.0,30000,300000,155884.57268119894,300000.0,3,40999.0,499,84999,42358.588267315994,37499.0,3,1015.6666666666666,49,2249,1123.9810200058243,749.0
093306761ece9f57c5cbac8435fe7ee38f3ad64cfe1d44163a0bcd0324700ce0,2,5250.0,3000,7500,3181.9805153394636,5250.0,2,34999.0,27499,42499,10606.601717798212,34999.0,2,549.0,549,549,0.0,549.0
09666a2884598209ecabe7f6266803b7c817523863c11071dd39e4a2f07915bd,1,3000.0,3000,3000,,3000.0,1,3499.0,3499,3499,,3499.0,1,49.0,49,49,,49.0
096a2889353e92dfdbf27f6324c72396dc13f9ae76004c0da8a3f0b3c174fba4,225,312049.5333333333,550,1000001,363072.56720048905,300000.0,225,35294.555555555555,499,374999,61757.08806758379,5499.0,225,428.1111111111111,49,9499,915.8983251777963,49.0
096dc4302f8ace4080b28e51b44c2a5a0b455a01c288705a90ba222fd643d506,4,33887.5,550,75000,30723.7794712825,30000.0,4,11999.0,499,22499,9000.0,12499.0,4,99.0,49,149,57.735026918962575,99.0
0979f22c3dc6c624cbe0870371231cdb1bc9db78cd13614748e609b15f6b5dcd,838,409561.02386634843,3000,1000001,338935.13819934946,300000.0,838,205552.16348448687,499,1000000,286095.8848728453,69999.0,838,2737.0668257756565,49,47499,5454.974894266897,749.0
097a7345c4fe4152966423ba8303aaa0839e07e29673040d8b71e6dc39acabeb,41,1000001.0,1000001,1000001,0.0,1000001.0,41,7303.878048780488,499,42499,11097.79147442211,2499.0,41,207.53658536585365,49,1249,281.0476914654323,49.0
098485db539a3d1c85943c2ddc7f769785fce67316885e61d1b5fcf427b41d4f,2,52500.0,30000,75000,31819.80515339464,52500.0,2,11999.0,6499,17499,7778.174593052023,11999.0,2,99.0,49,149,70.71067811865476,99.0
09856856f8c511cdb535fabd62103fe830c6828251314206c9ec8e65349fdf39,2,375275.0,550,750000,529941.177160258,375275.0,2,375249.0,499,749999,529976.5324993173,375249.0,2,4774.0,49,9499,6682.159082212874,4774.0
09a38be008d365b2d7c4ac6357d5ff497a8da0a2a68a9bce2b97324c79848b5b,4,120000.0,30000,300000,121860.5760695394,75000.0,4,9749.0,1499,17499,6849.574196011506,9999.0,4,249.0,49,549,216.02468994692867,199.0
09ac2dc4bfc0efe7580f17413cf1f036df682a70b319880a5b734a6e70e579d8,2,875000.5,750000,1000001,176777.40240341806,875000.5,2,999.0,499,1499,707.1067811865476,999.0,2,49.0,49,49,0.0,49.0
09ac2e02a4dfd20a042b2d994c278a155d2ed7b1e88ab636579d6a3897888790,77,659870.6623376623,30000,1000001,401450.1114703652,1000001.0,77,92641.92207792208,499,1000000,254302.72320259767,2499.0,77,1073.025974025974,49,17499,3194.0488493365365,149.0
09ace022ebcf10cd195e1535e99c0843c4df51e640c728a85665844b80903861,2,412500.0,75000,750000,477297.07730091957,412500.0,2,43749.0,32499,54999,15909.90257669732,43749.0,2,549.0,349,749,282.842712474619,549.0
09adecde4ecc4ea73e41f62bfa659555ce8886a06307edf9cbbd3aba2e3f9dbc,4,750000.75,0,1000001,500000.5,1000001.0,4,1999.0,499,5499,2380.4761428476168,999.0,4,49.0,49,49,0.0,49.0
09b2e8a321a21e868068f3819f328ee25fc2a2a0e47188810011fdede74560ce,9,44727.77777777778,550,300000,98595.53460702185,3000.0,9,8165.666666666667,499,27499,9192.388155425118,4499.0,9,93.44444444444444,49,149,52.70462766947299,49.0
09c9a04ddc931ab0cfbe8c27ca8623e1b9207c33c91902817210f421bec665a6,5,530000.2,75000,1000001,427712.2104876128,750000.0,5,6099.0,499,22499,9316.651759081693,2499.0,5,49.0,49,49,0.0,49.0
09deafb0f000f790fdf4bcb2f279c694aa63efb86de297f18b2703ad820e01cb,1,3000.0,3000,3000,,3000.0,1,1499.0,1499,1499,,1499.0,1,49.0,49,49,,49.0
09e40e4487be436fc90a6fbe517720bbd5233d4e888509cd142035b4744a59a4,1,0.0,0,0,,0.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
09ef6be995bc7b3c95f59d19e79e133476342832b3c32fd4a04ef6531e88cc8e,122,1000001.0,1000001,1000001,0.0,1000001.0,122,7281.786885245901,499,187499,21732.120769975907,499.0,122,80.14754098360656,49,1249,136.11004736573733,49.0
09f1deed437c6d83eec9721cd32d437cd9dc3691176ecaf03ae12c59fa462651,1,75000.0,75000,75000,,75000.0,1,5499.0,5499,5499,,5499.0,1,49.0,49,49,,49.0
09f34efb6abe497aafd827f9dac3cba02179c2418008ad8b89589b749c44df98,36,787036.8888888889,550,1000001,406784.72699379444,1000001.0,36,9971.222222222223,499,84999,18441.004173326215,3499.0,36,329.55555555555554,49,2249,539.7456779126599,149.0
0a055e9e49174f20a82c64504bff43d4852714b585afe84eb86430f1a2b59fd0,1,0.0,0,0,,0.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
0a36e958623f28ed44bc83b549feeb555fff51a56b246a90e51f917fcb81ccb3,1,1000001.0,1000001,1000001,,1000001.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
0a3797f0e83643f241b0d82732bd99171f74de1a24fdd661d6ba4444a3804efa,1,75000.0,75000,75000,,75000.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
0a4c1fefb3af31188482c211e9a12ded7db46184d09c82df5a174c88d80e2d2e,18,12933.333333333334,550,30000,14107.12168916612,3000.0,18,26193.444444444445,499,94999,29105.860986936117,10999.0,18,549.0,49,1749,580.0608487351083,299.0
0a54a670a859623c5177e3884eec4b9353ed30fe02f1f9be47d12f9570297e42,2,300000.0,300000,300000,0.0,300000.0,2,14999.0,12499,17499,3535.5339059327375,14999.0,2,149.0,149,149,0.0,149.0
0a5c0bd48587e3dc08caf174ef56c69e47b5641f2b96eb319c50af42e1960935,1,1000001.0,1000001,1000001,,1000001.0,1,1499.0,1499,1499,,1499.0,1,49.0,49,49,,49.0
0a675420e0129ab1df37c352c9fcd9d2dbd7105bcf46476cbb58629855bcd052,1,1000001.0,1000001,1000001,,1000001.0,1,5499.0,5499,5499,,5499.0,1,49.0,49,49,,49.0
0a6d5301555e83fa7e44ddde527e38edec8b14c10602d060fc6fbfa84bd1c23c,14,1000001.0,1000001,1000001,0.0,1000001.0,14,196713.2857142857,1499,424999,150456.3205571783,162499.0,14,170.42857142857142,49,549,142.389343964797,149.0
0a6fc5cdb6ec6b6d7d3983025e65bfeca69ff41e53dbd4841d401e544b9cda60,1,300000.0,300000,300000,,300000.0,1,64999.0,64999,64999,,64999.0,1,549.0,549,549,,549.0
0a7a67caaa24a260dec5ab93ff70f8190127b25227a44b155befc4e7eb58e71c,2,1000001.0,1000001,1000001,0.0,1000001.0,2,64999.0,64999,64999,0.0,64999.0,2,549.0,549,549,0.0,549.0
0a83439524a8a6de7fe5b85cad113e8c31b8f889090bf13b6880d8a2842a1a3a,1,1000001.0,1000001,1000001,,1000001.0,1,3499.0,3499,3499,,3499.0,1,49.0,49,49,,49.0
0aa4ab342700cebbbdbe220403c6d0f574b67519a37bd011661b01cc9fb6e59a,2,300000.0,300000,300000,0.0,300000.0,2,4499.0,3499,5499,1414.213562373095,4499.0,2,49.0,49,49,0.0,49.0
0aa60d6a73453d0075dbe5181ea98a31dbc9282dac48387e288e65a7bcc7ab61,2,1000001.0,1000001,1000001,0.0,1000001.0,2,449999.0,424999,474999,35355.33905932738,449999.0,2,5124.0,4749,5499,530.3300858899106,5124.0
0aadb05f3514f2743366ff7933d25e9d1ef0668c76020613695fd3d17ee1286a,1,30000.0,30000,30000,,30000.0,1,3499.0,3499,3499,,3499.0,1,49.0,49,49,,49.0
0aba945603e187b81549fa7496a90adac45a8dd9a09f18ce3151b848989d3649,114,31357.464912280702,550,1000001,121176.83116440795,7500.0,114,5819.175438596491,499,54999,7844.486027197437,2499.0,114,57.771929824561404,49,249,31.37386181349655,49.0
0ac4461964e015f2fc68fd583655224b569132ca974934da54a541845521ae03,1,30000.0,30000,30000,,30000.0,1,32499.0,32499,32499,,32499.0,1,749.0,749,749,,749.0
0ad20ba07345db4208727f9004a61fbb7aa637be23c0496ca36d2bb7eb122ada,197,919058.7664974619,550,1000001,249008.85376683233,1000001.0,197,6770.573604060914,499,162499,19615.65919811114,499.0,197,99.76142131979695,49,1249,171.01715194445865,49.0
0aeedb135ef64c6c4c43e4a005aeff42277673b39e4360df38f1238727c2edb2,3,150000.0,75000,300000,129903.8105676658,75000.0,3,11832.333333333334,3499,27499,13576.941236277533,4499.0,3,115.66666666666667,49,149,57.735026918962575,149.0
0aef64fb2cbcffecc519e1e468dbe7aa17fb2da5b7cfedeb5fdcdf681ffe4016,2,1000001.0,1000001,1000001,0.0,1000001.0,2,612499.5,224999,1000000,548008.4625263555,612499.5,2,16999.0,6499,27499,14849.242404917499,16999.0
0b0cd31ab756d1fe20d00ec62438922ba542f37d6540755daff661f3b7e4ebb2,8,588125.5,30000,1000001,450301.5132746375,650000.5,8,89499.0,499,374999,124646.35688905747,54999.0,8,4905.25,49,22499,7508.397084978543,1999.0
0b1ad0d2f69340a4de5a79293e38120f3eb6b4d0db76923ec53ea7cb989f6c22,2,3000.0,3000,3000,0.0,3000.0,2,39999.0,32499,47499,10606.601717798212,39999.0,2,1049.0,849,1249,282.842712474619,1049.0
0b2a1f636385c99f67861391118b6e48c1160ec31fd4044da90fbec7899cc91b,1,300000.0,300000,300000,,300000.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
0b322eec0304e469d31f5ee5e08876a62a443068cccea0337e1a8ef9d0b0fbbf,8,30000.0,30000,30000,0.0,30000.0,8,32561.5,499,74999,32350.135239284547,23499.0,8,811.5,49,1749,761.4600636746675,749.0
0b448da85918a2770f851ffec32724beeab82090ad56a03a08ff6bd856aa0f37,4,1000001.0,1000001,1000001,0.0,1000001.0,4,71874.0,499,187499,88577.06155282717,49749.0,4,1049.0,49,2749,1256.9805089976535,699.0
0b54c7149e126abf57bdc3d26f986c1f17cc6a6c0f9e55bf4752e94b439e9d3f,8,1000001.0,1000001,1000001,0.0,1000001.0,8,12749.0,1499,37499,13445.65782272159,5999.0,8,486.5,49,1249,495.5156044825574,249.0
0b569c6d05f6f1af2a09f95c8537211fd14bb591e95d38fbe24f480c115a1732,1,0.0,0,0,,0.0,1,1499.0,1499,1499,,1499.0,1,49.0,49,49,,49.0
0b6e81f5680ff2e32a1c9862fc066a4fdf3ef73bc47e7262258f2ffef82c58d6,4,750000.0,750000,750000,0.0,750000.0,4,6249.0,3499,8499,2629.9556396765834,6499.0,4,49.0,49,49,0.0,49.0
0b7cd81959089535736568549c0a836d6821a0f42c82e34f5480a3fb7bbcac24,2,75000.0,75000,75000,0.0,75000.0,2,6999.0,1499,12499,7778.174593052023,6999.0,2,49.0,49,49,0.0,49.0
0b9521e2924479be37b7df5542a50f0ab9ccc125962aeb3764973a1fa801d4c8,5,440000.2,300000,1000001,313049.964063566,300000.0,5,53499.0,37499,112499,33052.98776207682,37499.0,5,1269.0,949,2249,563.0275304103699,949.0
0baeb82f7c36f9aa8fdc358bdcabf20ae0f959d6d81502fed46fbea316884775,4,151500.0,3000,300000,171473.02994931885,151500.0,4,22999.0,499,42499,22649.50330581225,24499.0,4,674.0,49,1249,665.2067347825035,699.0
0c05b338af2c4abadd5e4bcc338e824c4e27e8f368294765b8cb0233a7cf220a,3,1000001.0,1000001,1000001,0.0,1000001.0,3,5165.666666666667,3499,8499,2886.751345948129,3499.0,3,115.66666666666667,49,149,57.735026918962575,149.0
0c1300dd565c4cbdc65bec917e6f87402964b35ccf914d4e47a937a8de6ccad9,6,1000001.0,1000001,1000001,0.0,1000001.0,6,11165.666666666666,499,27499,10132.456102380442,8999.0,6,115.66666666666667,49,249,81.64965809277261,99.0
0c34aaa6f4125c60f02e7f2c3d1a271545137bf92aa395c76212440ea4e4453a,3,1000001.0,1000001,1000001,0.0,1000001.0,3,1000000.0,1000000,1000000,0.0,1000000.0,3,15165.666666666666,5499,32499,15044.378795195678,7499.0
0c4461e98c966f86d3b39484eed118aa65049f2d0d7847aba39ea0e7791dbf21,1,0.0,0,0,,0.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
0c516134dcacf6eadf50a9114d43dfc855f929f7f440cee02beee9ce2c16be85,6,105000.0,7500,300000,151046.35050208925,7500.0,6,11165.666666666666,499,42499,16621.27151173058,2499.0,6,99.0,49,249,83.66600265340756,49.0
0c52cc68a13159b392c3037df25214ddbfe0023213ca1a16934d6c4851784366,36,687778.1388888889,30000,1000001,317689.441346568,750000.0,36,31346.222222222223,499,549999,90241.09132480648,12499.0,36,329.55555555555554,49,4749,808.8155164699424,149.0
0c67784a3353b8ea16bebb6387cf2226b46b306b10a73eb65c3abacf0c1efabc,6,3000.0,3000,3000,0.0,3000.0,6,1665.6666666666667,499,2499,752.7726527090811,1499.0,6,49.0,49,49,0.0,49.0
0c6ddd6ced0ab856a25a1a971206f306b18bcf25cf9f72bede7e898c1f9f0aad,120,279750.0,30000,300000,67745.35240966159,300000.0,120,126486.55,499,1000000,245057.208436664,27499.0,120,2086.9166666666665,49,47499,5472.202465637576,549.0
0c6ec43ed83bb18f18e31de0fc7a1bc71d4c6b693d1821a3c11db489042eb3e1,1,7500.0,7500,7500,,7500.0,1,9499.0,9499,9499,,9499.0,1,349.0,349,349,,349.0
0c73110497767fe0b918dcb4aecbde0ec7bc0141c07160fb7586dae97f1aa0b9,6,30000.0,30000,30000,0.0,30000.0,6,7332.333333333333,499,22499,8773.064838850027,3999.0,6,149.0,49,449,154.91933384829667,99.0
0c7b2b7b82e1e56211aec6b8a17370a3c3a4b1b82b343f15d6844fdf5a11c466,2,75000.0,75000,75000,0.0,75000.0,2,93999.0,499,187499,132228.96808188438,93999.0,2,1149.0,49,2249,1555.6349186104046,1149.0
0c825c3394ad613069924674bf3e359f1f0a5e27a7fcce5835b9a6c772b7e1a7,1,1000001.0,1000001,1000001,,1000001.0,1,3499.0,3499,3499,,3499.0,1,49.0,49,49,,49.0
0cbdc0a9ca72a917c0d4d0f1db9f38c1fe6cba2f2bd0253ba4e7fa853a1166cb,3,600000.0,300000,750000,259807.6211353316,750000.0,3,570832.6666666666,162499,1000000,419139.0133360689,549999.0,3,7082.333333333333,3249,9499,3357.206179747281,8499.0
0cc45528d7e773982a29ce2dc7e89bf4f438e49a5476f90fd0beda9f2224a102,1,0.0,0,0,,0.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
0cce53944f88b64ab55cb081f2fbe0498587389c96a415a6305237d7378d5eb8,4,412500.0,300000,750000,225000.0,300000.0,4,749.0,499,1499,500.0,499.0,4,49.0,49,49,0.0,49.0
0cd2745fcbd9f0a7ce0e1768d4a6db7f0124c349bb289f33d5f4026943d20bc9,5,1000001.0,1000001,1000001,0.0,1000001.0,5,15699.0,5499,42499,15770.225109363531,6499.0,5,149.0,49,349,141.4213562373095,49.0
0ceb35507c2a7e674ad292e255f60f226293f642652c63fa9fb74092ff77bc01,212,30000.0,30000,30000,0.0,30000.0,212,11437.67924528302,499,162499,21433.596654456243,3999.0,212,132.0188679245283,49,1749,191.017082243094,49.0
0d081e611d5a0b17e8ac2ca625f578af4ab0bdc5eda40ab51f8802df64d46297,1,75000.0,75000,75000,,75000.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
0d131211b53b9d075a94d521a9d3f49dd6972b8e0bbf32171edca2129a2ca2c1,1,30000.0,30000,30000,,30000.0,1,137499.0,137499,137499,,137499.0,1,649.0,649,649,,649.0
0d2f04dc4f25a97b34178b9aaca375c58321826dbb6ed51fe40778f79d1644d9,3,750000.0,750000,750000,0.0,750000.0,3,1165.6666666666667,499,2499,1154.7005383792516,499.0,3,49.0,49,49,0.0,49.0
